MSSubClass,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtUnfSF,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,WoodDeckSF,YrSold,SalePrice
20,7930,NAmes,6,8,1969,2005,115,1026,GasA,1026,0,1026,1,5,2,440,171,2009,156000.00
160,3230,Somerst,6,5,1999,1999,348,729,GasA,742,729,1471,2,6,2,440,0,2009,172500.00
60,10769,CollgCr,8,5,2007,2007,846,866,GasA,866,902,1768,2,7,2,578,144,2009,212000.00
60,11616,Sawyer,6,5,1978,1978,234,672,GasA,672,714,1386,2,6,2,440,335,2010,158900.00
160,2280,Somerst,7,5,1999,1999,195,744,GasA,757,744,1501,2,6,2,440,0,2008,179400.00
60,12257,NoRidge,8,5,1995,1995,1198,1318,GasA,1328,1203,2531,2,9,3,752,222,2007,290000.00
20,9100,NAmes,6,6,1959,1959,252,864,GasA,864,0,864,1,5,1,300,0,2009,127500.00
30,6911,BrkSide,5,5,1924,1950,740,1145,GasA,1301,0,1301,1,5,2,440,0,2009,100000.00
60,8640,Somerst,7,5,2009,2009,732,756,GasA,764,783,1547,2,7,2,614,169,2010,215200.00
60,9430,NoRidge,8,5,1999,1999,89,1252,GasA,1268,1097,2365,2,8,3,856,0,2009,337000.00
120,9549,Veenker,8,5,1995,1996,0,1494,GasA,1494,0,1494,1,6,2,481,0,2006,270000.00
20,14587,Somerst,9,5,2008,2008,1498,1498,GasA,1506,0,1506,2,6,2,592,0,2008,264132.00
60,10421,NWAmes,7,5,1988,1988,586,980,GasA,980,734,1714,2,7,2,496,228,2010,196500.00
50,12508,Mitchel,6,7,1940,1985,323,983,GasA,983,767,1750,2,7,1,423,245,2008,160000.00
20,9100,CollgCr,7,5,2004,2005,1836,1860,GasA,1836,0,1836,2,8,2,484,120,2006,216837.00
60,53504,StoneBr,8,5,2003,2003,234,1650,GasA,1690,1589,3279,3,12,3,841,503,2010,538000.00
85,7252,Sawyer,5,5,1982,1982,173,858,GasA,858,0,858,1,5,2,576,120,2009,134900.00
20,8877,Edwards,4,5,1951,1951,0,836,GasA,1220,0,1220,1,6,2,396,0,2006,102000.00
80,7819,Edwards,6,5,1976,1976,480,1029,GasA,1117,0,1117,1,6,2,672,144,2010,107000.00
20,10150,NAmes,5,5,1958,1958,456,912,GasA,912,0,912,1,5,1,275,0,2007,114500.00
20,14226,NridgHt,8,5,2006,2006,1935,1935,GasA,1973,0,1973,2,9,3,895,315,2007,395000.00
120,4500,Mitchel,6,5,1998,1998,338,1204,GasA,1204,0,1204,2,5,2,412,0,2009,162000.00
20,11210,CollgCr,7,5,2005,2006,1594,1614,GasA,1614,0,1614,2,7,3,865,144,2006,221500.00
20,13350,Sawyer,5,5,1974,1974,102,864,GasA,894,0,894,1,5,2,440,241,2006,142500.00
90,8400,SawyerW,5,5,1977,1977,0,0,GasA,2020,0,2020,2,10,2,630,0,2007,144000.00
90,10530,Mitchel,6,5,1977,1977,0,975,GasA,1004,0,1004,1,4,2,504,0,2006,135000.00
20,7875,Gilbert,7,5,1995,1996,1237,1237,GasA,1253,0,1253,2,6,2,402,220,2007,176000.00
60,7153,SawyerW,6,5,1992,1992,374,761,GasA,810,793,1603,2,7,2,484,0,2006,175900.00
20,16285,CollgCr,7,5,2001,2002,1413,1413,GasA,1430,0,1430,2,6,2,605,0,2009,187100.00
85,9101,Mitchel,5,6,1978,1978,0,1097,GasA,1110,0,1110,1,4,2,602,303,2009,165500.00
75,6300,OldTown,6,6,1914,2001,742,742,GasA,742,742,1484,2,9,0,0,0,2008,128000.00
20,9790,NWAmes,6,5,1967,1967,491,1372,GasA,1342,0,1342,2,7,2,457,0,2009,161500.00
50,10800,OldTown,5,6,1915,1950,0,686,GasA,966,686,1652,2,7,1,416,0,2010,139000.00
60,10142,SawyerW,7,5,2004,2004,300,956,GasA,956,1128,2084,2,8,2,618,0,2010,233000.00
20,6000,OldTown,4,7,1954,2000,901,901,GasA,901,0,901,1,4,1,281,0,2008,107900.00
60,12205,ClearCr,6,8,1966,2007,264,832,GasA,976,1111,2087,2,9,2,444,133,2007,187500.00
120,3182,Blmngtn,7,5,2005,2006,1129,1145,GasA,1145,0,1145,2,5,2,397,100,2009,160200.00
80,11333,Mitchel,6,5,1976,1976,490,1029,GasA,1062,0,1062,1,5,2,539,120,2007,146800.00
60,9920,NoRidge,7,5,1996,1997,255,1117,GasA,1127,886,2013,2,8,2,455,180,2007,269790.00
20,9158,Somerst,8,5,2007,2007,1496,1496,GasA,1496,0,1496,2,7,2,474,168,2007,225000.00
60,10832,Gilbert,7,5,1994,1996,712,712,GasA,1086,809,1895,2,7,2,409,143,2008,194500.00
60,8400,SawyerW,6,6,1980,1981,650,650,GasA,888,676,1564,2,7,2,476,0,2010,171000.00
20,8197,Sawyer,6,5,1977,1977,660,660,GasA,1285,0,1285,1,7,2,528,138,2007,143500.00
20,7677,NAmes,5,5,1953,1953,203,773,GasA,773,0,773,1,4,1,240,0,2008,110000.00
60,13518,NridgHt,9,5,2008,2009,1926,1926,GasA,1966,1174,3140,3,11,3,820,144,2009,485000.00
50,7200,SWISU,5,7,1937,1950,162,731,GasA,981,787,1768,1,7,1,240,0,2007,175000.00
60,12798,ClearCr,6,5,1997,1997,154,616,GasA,616,1072,1688,2,8,2,603,403,2008,200000.00
30,4800,IDOTRR,4,7,1916,1990,999,1196,GasA,1196,0,1196,1,5,2,440,0,2007,109900.00
60,8199,CollgCr,7,5,2005,2005,80,728,GasA,728,728,1456,2,7,2,410,36,2008,189000.00
60,13891,NridgHt,9,5,2008,2009,1734,1734,GasA,1734,1088,2822,3,12,3,1020,52,2009,582933.00
20,9000,NAmes,5,5,1954,1954,124,936,GasA,1128,0,1128,1,5,1,286,0,2006,118000.00
20,12274,Somerst,7,5,2008,2008,1417,1417,GasA,1428,0,1428,2,6,2,554,0,2008,227680.00
80,9750,NAmes,5,5,1967,1967,100,980,GasA,980,0,980,2,6,1,384,68,2006,135500.00
70,21384,BrkSide,5,6,1923,2004,15,1324,GasA,1072,504,1576,1,6,2,528,0,2009,223500.00
80,13400,NAmes,5,5,1966,1966,380,1024,GasA,1086,0,1086,1,6,2,484,0,2006,159950.00
75,8100,OldTown,5,5,1898,1965,849,849,GasA,1075,1063,2138,2,11,2,360,40,2009,106000.00
20,10140,NWAmes,6,6,1974,1999,0,1040,GasA,1309,0,1309,1,5,2,484,265,2006,181000.00
120,4438,CollgCr,6,5,2004,2004,186,848,GasA,848,0,848,1,4,2,420,140,2008,144500.00
20,8712,IDOTRR,5,5,1952,1952,540,540,GasA,1044,0,1044,1,4,2,504,0,2010,55993.00
20,9750,NAmes,6,6,1958,1958,834,1442,GasA,1442,0,1442,1,7,1,301,0,2007,157900.00
50,8248,Edwards,5,7,1918,1950,686,686,GasW,686,564,1250,1,7,1,280,207,2006,116000.00
20,12137,CollgCr,7,5,1998,1998,1649,1649,GasA,1661,0,1661,2,6,2,598,0,2010,224900.00
20,11425,NAmes,5,6,1954,1954,522,1008,GasA,1008,0,1008,1,4,1,275,0,2006,137000.00
20,13265,Mitchel,8,5,2002,2002,350,1568,GasA,1689,0,1689,2,7,3,857,150,2008,271000.00
80,8816,ClearCr,6,7,1971,1971,506,1010,GasA,1052,0,1052,1,6,2,440,0,2010,155000.00
120,6371,NridgHt,7,5,2009,2010,625,1358,GasA,1358,0,1358,2,6,2,484,192,2010,224000.00
60,7226,CollgCr,7,5,2003,2003,798,798,GasA,798,842,1640,2,6,2,595,0,2008,183000.00
20,6000,OldTown,4,4,1953,1953,936,936,GasA,936,0,936,1,4,2,576,0,2009,93000.00
60,12394,Gilbert,7,5,2003,2003,847,847,GasA,847,886,1733,2,7,2,433,100,2007,225000.00
50,9900,SWISU,6,7,1940,1950,778,778,GasA,944,545,1489,2,7,1,240,335,2009,139500.00
20,11216,Somerst,8,5,2006,2006,1489,1489,GasA,1489,0,1489,2,7,2,776,0,2006,232600.00
20,14803,NridgHt,10,5,2007,2008,442,2078,GasA,2084,0,2084,2,7,3,1220,188,2008,385000.00
45,6130,BrkSide,5,6,1924,1950,0,784,GasA,784,0,784,1,5,0,0,0,2008,109500.00
20,8529,SawyerW,7,5,2001,2001,1434,1454,GasA,1434,0,1434,2,6,2,527,290,2009,189000.00
60,28698,ClearCr,5,5,1967,1967,0,1013,GasA,1160,966,2126,2,7,2,538,486,2009,185000.00
160,2544,Somerst,7,5,2005,2005,600,600,GasA,520,623,1223,2,4,2,480,0,2006,147400.00
20,11900,NAmes,6,5,1957,1957,352,1392,GasA,1392,0,1392,1,6,2,458,0,2008,166000.00
160,3180,Somerst,7,5,2005,2005,600,600,GasA,520,600,1200,2,4,2,480,0,2006,151000.00
60,9548,CollgCr,7,6,2003,2003,458,941,GasA,941,888,1829,2,7,2,613,192,2010,237000.00
20,10004,NAmes,6,6,1964,1964,975,1516,GasA,1516,0,1516,1,6,2,472,0,2009,167000.00
20,7875,NAmes,5,6,1961,1961,572,1144,GasA,1144,0,1144,1,6,2,456,0,2008,139950.00
20,9600,Sawyer,4,7,1950,1995,625,1067,GasA,1067,0,1067,2,4,2,436,290,2010,128000.00
30,8100,OldTown,5,6,1948,1973,1221,1559,GasA,1559,0,1559,1,5,2,812,0,2007,153500.00
160,1680,BrDale,6,5,1973,1973,153,483,GasA,483,504,987,1,5,1,264,0,2008,100000.00
20,9525,CollgCr,5,6,1995,2006,1099,1099,GasA,1099,0,1099,1,6,1,352,278,2008,144000.00
50,11767,Edwards,5,6,1946,1995,416,768,GasA,768,432,1200,1,6,1,240,0,2008,130500.00
70,12155,SWISU,6,8,1925,1950,516,672,GasA,810,672,1482,2,7,1,400,0,2008,140000.00
70,10440,OldTown,5,8,1904,2002,650,650,GasA,958,581,1539,2,8,2,686,70,2008,157500.00
80,9020,NAmes,6,7,1966,1966,276,1127,GasA,1165,0,1165,1,6,2,490,0,2008,174900.00
90,8000,NAmes,5,4,1961,1961,1800,1800,GasA,1800,0,1800,2,10,0,0,0,2007,141000.00
50,12665,OldTown,5,8,1915,1950,876,876,GasA,876,540,1416,1,7,3,720,418,2008,153900.00
85,16647,Sawyer,5,5,1975,1981,0,1390,GasA,1701,0,1701,2,6,2,611,0,2007,171000.00
60,9317,SawyerW,7,5,1993,1993,227,740,GasA,1006,769,1775,2,7,2,425,234,2009,213000.00
20,15523,CollgCr,5,6,1972,1972,404,864,GasA,864,0,864,1,5,1,338,0,2009,133500.00
50,45600,ClearCr,6,8,1908,1997,907,907,GasA,1307,1051,2358,3,10,2,360,486,2008,240000.00
80,9600,Veenker,6,7,1976,1994,528,528,GasA,1094,761,1855,2,7,2,512,113,2007,187000.00
120,4435,CollgCr,6,5,2003,2003,189,848,GasA,848,0,848,1,3,2,420,140,2007,131500.00
120,3196,Blmngtn,8,5,2003,2003,1273,1273,GasA,1456,0,1456,2,7,2,400,143,2006,215000.00
75,7128,Crawfor,7,5,1941,1950,554,918,GasA,918,728,1646,2,7,1,240,0,2007,164000.00
80,12095,NAmes,6,6,1964,1964,563,1127,GasA,1445,0,1445,1,7,2,645,180,2009,158000.00
20,17920,Sawyer,5,4,1955,1974,372,1763,GasA,1779,0,1779,1,6,2,454,0,2006,170000.00
20,6897,Sawyer,5,8,1962,2010,381,1040,GasA,1040,0,1040,1,6,1,260,0,2010,127000.00
80,10970,CollgCr,6,6,1978,1978,0,940,GasA,1026,0,1026,1,5,2,576,0,2008,147000.00
60,8125,Gilbert,6,5,1994,1995,702,702,GasA,702,779,1481,2,6,2,343,0,2009,174000.00
20,10400,NWAmes,7,5,1976,1976,1090,1090,GasA,1370,0,1370,2,6,2,479,0,2009,152000.00
60,11029,NWAmes,6,7,1968,1984,435,1054,GasA,1512,1142,2654,2,9,2,619,0,2006,250000.00
50,7642,Crawfor,7,8,1918,1998,912,912,GasA,912,514,1426,1,7,1,216,0,2007,189950.00
190,11625,Sawyer,5,4,1965,1965,198,1039,GasA,1039,0,1039,1,6,2,504,0,2010,131500.00
20,9672,SawyerW,6,5,1984,1985,702,1040,GasA,1097,0,1097,2,6,2,480,0,2010,152000.00
20,7931,NAmes,5,5,1959,1959,0,1148,GasA,1148,0,1148,1,6,1,672,0,2009,132500.00
20,8640,Somerst,7,5,2007,2008,1372,1372,GasA,1372,0,1372,2,6,2,529,0,2008,250580.00
20,8750,NAmes,5,6,1970,1970,174,1002,GasA,1002,0,1002,1,5,2,902,0,2009,148500.00
20,10656,Timber,8,5,2006,2007,1638,1638,GasA,1646,0,1646,2,6,3,870,192,2007,248900.00
20,6970,Sawyer,4,5,1961,1961,108,1040,GasA,1120,0,1120,1,5,2,544,168,2007,129000.00
60,14762,Gilbert,5,6,1948,1950,0,0,GasA,1547,720,2320,2,7,2,672,120,2006,169000.00
60,9938,SawyerW,7,5,1993,1994,300,1050,GasA,1062,887,1949,2,8,2,574,156,2010,236000.00
20,6600,NAmes,5,5,1962,1962,894,894,GasA,894,0,894,1,5,1,308,0,2009,109500.00
60,8750,CollgCr,6,5,1998,1998,299,804,GasA,804,878,1682,2,7,2,523,0,2010,200500.00
20,8892,NAmes,5,7,1953,1996,105,105,GasA,910,0,910,1,5,2,414,196,2008,116000.00
40,12144,NAmes,5,7,1949,1950,457,832,GasA,1036,0,1268,1,6,1,288,0,2009,133000.00
50,5720,OldTown,5,6,1941,1950,676,676,GasA,676,455,1131,1,5,1,200,26,2009,66500.00
60,9000,Somerst,8,5,2007,2007,1120,1184,GasA,1184,1426,2610,2,11,2,550,208,2007,303477.00
20,25286,Mitchel,4,5,1963,1963,431,1064,GasA,1040,0,1040,1,5,2,648,0,2007,132250.00
60,8834,NridgHt,9,5,2004,2005,292,1462,GasA,1462,762,2224,2,10,3,738,184,2009,350000.00
85,11782,Sawyer,5,7,1961,1995,210,1109,GasA,1155,0,1155,1,6,2,576,192,2010,148000.00
20,7000,CollgCr,5,8,1978,2005,218,864,GasA,864,0,864,1,6,1,336,0,2009,136500.00
20,7024,Edwards,5,5,2005,2006,110,1090,GasA,1090,0,1090,1,5,2,450,0,2007,157000.00
50,13758,Timber,7,5,1990,1991,254,1156,GasA,1187,530,1717,2,7,2,400,168,2007,187500.00
60,9636,Gilbert,6,5,1992,1993,808,808,GasA,808,785,1593,2,7,2,389,342,2009,178000.00
75,6204,SWISU,4,5,1912,1950,795,795,GasA,954,795,2230,1,10,1,440,0,2006,118500.00
20,7150,NAmes,5,5,1967,1967,460,892,GasA,892,0,892,1,5,1,288,0,2009,100000.00
120,5119,Somerst,9,5,1999,2000,460,1698,GasA,1709,0,1709,2,5,2,506,97,2008,328900.00
90,8393,NAmes,5,5,1959,2005,1098,1626,GasA,1712,0,1712,2,8,2,588,272,2006,145000.00
50,16466,Edwards,5,7,1955,1955,816,816,GasA,872,521,1393,1,8,1,300,121,2008,135500.00
20,15865,NAmes,8,6,1970,1970,1043,2217,GasA,2217,0,2217,2,8,2,621,81,2007,268000.00
20,12160,NAmes,6,4,1953,1953,481,1505,GasA,1505,0,1505,1,6,2,505,0,2009,149500.00
50,8064,NAmes,5,7,1949,2006,672,672,GasA,672,252,924,1,6,2,576,0,2007,122900.00
60,11184,Sawyer,6,5,1978,1978,192,918,GasA,918,765,1683,2,7,2,440,243,2009,172500.00
20,8414,Sawyer,6,8,1963,2003,396,1059,GasA,1068,0,1068,1,6,1,264,192,2006,154500.00
20,13284,Sawyer,5,5,1954,1954,319,1383,GasA,1383,0,1383,1,6,1,354,511,2008,165000.00
90,7018,SawyerW,5,5,1979,1979,0,0,GasA,1535,0,1535,2,8,2,400,0,2009,118858.00
60,7056,NAmes,6,5,1963,1963,380,780,GasA,983,813,1796,1,8,2,483,0,2008,140000.00
30,8765,IDOTRR,4,6,1936,1950,666,951,GasA,951,0,951,1,6,1,327,0,2006,106500.00
90,7018,SawyerW,5,5,1979,1979,0,0,GasA,1120,1120,2240,2,12,2,528,154,2009,142953.00
20,12919,NridgHt,9,5,2009,2010,142,2330,GasA,2364,0,2364,2,11,3,820,0,2010,611657.00
20,6993,Sawyer,5,7,1961,1994,447,912,GasA,1236,0,1236,1,6,1,288,0,2006,135000.00
20,7340,NAmes,4,6,1971,1971,536,858,GasA,858,0,858,1,4,1,684,0,2007,110000.00
20,8712,NAmes,5,7,1957,2000,132,992,GasA,1306,0,1306,1,5,1,756,0,2009,153000.00
60,7875,Gilbert,7,5,2003,2003,783,783,GasA,807,702,1509,2,8,2,393,0,2006,180000.00
20,14859,Gilbert,7,5,2006,2006,1670,1670,GasA,1670,0,1670,2,7,3,690,144,2006,240000.00
20,6173,Sawyer,5,6,1967,1967,277,876,GasA,902,0,902,1,6,1,288,0,2007,125500.00
20,9920,NAmes,5,5,1954,1954,412,1056,GasA,1063,0,1063,1,6,1,280,0,2010,128000.00
20,13501,Somerst,8,5,2006,2006,1560,1623,GasA,1636,0,1636,2,8,3,865,0,2007,255000.00
50,11500,Crawfor,7,7,1936,1987,794,1017,GasA,1020,1037,2057,1,6,1,180,0,2006,250000.00
20,8885,Mitchel,5,5,1983,1983,239,864,GasA,902,0,902,1,5,2,484,164,2006,131000.00
60,12589,Gilbert,6,5,2005,2005,742,742,GasA,742,742,1484,2,8,2,390,36,2009,174000.00
90,11600,NAmes,5,5,1960,1960,662,1105,GasA,1105,1169,2274,2,12,2,480,0,2010,154300.00
20,9286,CollgCr,5,7,1977,1989,1072,1268,GasA,1268,0,1268,1,5,1,252,173,2009,143500.00
30,6120,BrkSide,5,7,1925,1950,279,768,GasA,1015,0,1015,1,6,1,450,0,2006,88000.00
90,6270,Crawfor,5,6,1949,1950,717,1001,GasA,1001,1001,2002,2,8,3,871,0,2007,145000.00
160,3000,Somerst,6,5,2009,2009,318,612,GasA,612,612,1224,2,4,2,528,0,2009,173733.00
160,2001,MeadowV,4,5,1970,1970,546,546,GasA,546,546,1092,1,6,1,286,0,2007,75000.00
20,9000,IDOTRR,2,3,1949,1950,430,480,GasA,480,0,480,0,4,1,308,0,2006,35311.00
20,17140,Edwards,4,6,1956,1956,75,1134,GasA,1229,0,1229,1,6,1,284,0,2009,135000.00
60,13125,SawyerW,7,5,1991,1991,422,1104,GasA,912,1215,2127,2,8,3,833,72,2007,238000.00
20,11029,NAmes,6,8,1958,2002,245,1184,GasA,1414,0,1414,1,6,2,601,0,2008,176500.00
60,8462,SawyerW,6,5,1994,1994,114,928,GasA,936,785,1721,2,7,2,471,300,2007,201000.00
90,8777,Edwards,5,7,1900,2003,188,1272,GasA,1272,928,2200,2,9,0,0,0,2008,145900.00
20,10237,Gilbert,6,5,2005,2006,1288,1316,GasA,1316,0,1316,2,6,2,397,100,2006,169990.00
120,8012,SawyerW,6,5,1993,1994,598,1604,GasA,1617,0,1617,2,5,2,533,0,2008,193000.00
20,10240,NWAmes,6,6,1980,1980,0,1686,GasA,1686,0,1686,2,7,2,612,384,2006,207500.00
20,15611,NWAmes,5,6,1977,1977,266,1126,GasA,1126,0,1126,2,6,2,540,180,2008,175000.00
60,11999,NridgHt,8,5,2003,2004,1181,1181,GasA,1234,1140,2374,2,10,3,656,104,2007,285000.00
60,9900,NWAmes,7,5,1968,1968,280,832,GasA,1098,880,1978,2,9,2,486,0,2008,176000.00
20,11838,CollgCr,8,5,2001,2001,1753,1753,GasA,1788,0,1788,2,7,2,522,202,2009,236500.00
60,13006,Gilbert,7,5,1997,1997,964,964,GasA,993,1243,2236,2,8,2,642,0,2006,222000.00
20,8925,Timber,8,5,2007,2007,1450,1466,GasA,1466,0,1466,2,7,3,610,100,2009,201000.00
20,9100,NAmes,5,6,1965,1965,121,925,GasA,925,0,925,1,5,1,429,0,2009,117500.00
20,11670,Somerst,9,5,2006,2006,1905,1905,GasA,1905,0,1905,2,8,3,788,0,2007,320000.00
20,8487,CollgCr,7,5,2004,2004,1480,1500,GasA,1500,0,1500,2,6,2,570,192,2009,190000.00
20,27650,NAmes,7,7,1960,2007,160,585,GasA,2069,0,2069,2,9,2,505,0,2008,242000.00
30,5825,BrkSide,4,5,1926,1953,600,600,GasA,747,0,747,1,5,2,528,0,2006,79900.00
20,10083,SawyerW,7,5,2003,2003,343,1176,GasA,1200,0,1200,2,5,2,555,0,2009,184900.00
60,9675,Somerst,7,5,2005,2005,772,1113,GasA,1113,858,1971,2,8,2,689,0,2009,253000.00
60,8760,CollgCr,7,5,2006,2006,927,1391,GasA,1391,571,1962,2,7,3,868,0,2006,239799.00
70,24090,ClearCr,7,7,1940,1950,1032,1032,GasA,1207,1196,2403,2,10,1,349,56,2010,244400.00
90,12640,Mitchel,6,5,1976,1976,396,1728,GasA,1728,0,1728,2,8,2,574,40,2006,150900.00
60,8755,Gilbert,7,5,1999,1999,220,992,GasA,1022,1038,2060,2,8,2,390,0,2009,214000.00
90,7711,Edwards,4,3,1977,1977,0,1440,GasA,1440,0,1440,2,8,0,0,321,2007,150000.00
90,25000,Mitchel,5,4,1967,1967,1632,1632,GasA,1632,0,1632,2,8,2,576,0,2007,143000.00
20,14375,Timber,6,6,1958,1958,354,819,GasA,1344,0,1344,1,7,2,525,0,2009,137500.00
50,8820,OldTown,5,6,1890,1996,0,1088,GasA,1188,561,1869,1,7,2,456,48,2009,124900.00
80,8163,NAmes,5,6,1959,1959,102,1144,GasA,1144,0,1144,1,6,1,796,86,2006,143000.00
20,14536,Timber,8,5,2002,2003,316,1616,GasA,1629,0,1629,2,9,3,808,0,2007,270000.00
60,14006,CollgCr,7,5,2002,2002,936,936,GasA,936,840,1776,2,7,2,474,144,2006,192500.00
20,9360,NWAmes,6,7,1972,2006,179,1161,GasA,1381,0,1381,1,5,2,676,0,2010,197500.00
20,7200,NAmes,5,8,1950,2002,317,864,GasA,864,0,864,1,5,2,720,194,2007,129000.00
20,7800,SawyerW,5,5,1965,1965,187,828,GasA,965,0,965,1,6,1,300,421,2006,119900.00
85,7200,CollgCr,5,8,1972,2003,108,768,GasA,768,0,768,1,5,1,396,192,2009,133900.00
60,11075,Mitchel,5,4,1969,1969,29,784,GasA,1168,800,1968,2,7,2,530,305,2008,172000.00
90,9400,Edwards,6,5,1975,1975,0,945,GasA,980,0,980,2,4,0,0,0,2006,127500.00
90,7136,Crawfor,6,6,1946,1950,495,979,GasA,979,979,1958,2,8,2,492,0,2007,145000.00
160,1300,Blueste,6,6,1980,1980,276,561,GasA,561,668,1229,1,5,2,462,150,2009,124000.00
20,7420,Sawyer,5,5,1962,1962,640,1057,GasA,1057,0,1057,1,6,2,576,0,2007,132000.00
20,8450,CollgCr,7,5,2003,2003,638,1337,GasA,1337,0,1337,2,6,2,531,0,2007,185000.00
160,2572,Somerst,7,5,1999,1999,92,696,GasA,696,720,1416,2,6,2,484,0,2010,155000.00
20,7207,BrkSide,5,7,1958,2008,162,858,GasA,858,0,858,1,4,0,0,117,2010,116500.00
60,12227,NWAmes,6,7,1977,1995,434,1330,GasA,1542,1330,2872,2,11,2,619,550,2008,272000.00
160,2308,NPkVill,6,6,1976,1976,248,804,GasA,804,744,1548,2,7,2,440,48,2007,155000.00
20,11923,CollgCr,9,5,2007,2007,1800,1800,GasA,1800,0,1800,2,7,2,702,288,2009,239000.00
60,11316,Timber,7,5,2002,2003,193,817,GasA,824,1070,1894,2,8,2,510,0,2010,214900.00
60,10237,Gilbert,6,5,2005,2007,783,783,GasA,783,701,1484,2,8,2,393,0,2007,178900.00
50,9600,Crawfor,5,7,1940,1950,300,728,GasA,976,332,1308,1,7,1,256,0,2009,160000.00
20,7390,NAmes,5,7,1955,1955,196,1098,GasA,1098,0,1098,1,6,1,260,0,2008,135000.00
50,5925,OldTown,3,6,1910,1950,600,600,Grav,600,368,968,1,6,0,0,0,2009,37900.00
190,10382,NAmes,6,5,1958,1958,75,588,GasA,1095,0,1095,1,6,1,264,0,2006,140000.00
50,10800,NAmes,4,4,1949,1950,720,720,GasA,720,472,1192,1,6,0,0,0,2006,135000.00
160,2268,NridgHt,7,5,2003,2004,197,764,GasA,764,862,1626,2,6,2,474,0,2009,173000.00
120,7892,SawyerW,6,5,1979,1979,918,918,GasA,918,0,918,2,5,1,264,28,2010,99500.00
20,11639,Somerst,7,5,2007,2008,1428,1428,GasA,1428,0,1428,2,6,2,480,0,2008,182000.00
70,11414,BrkSide,7,8,1910,1993,728,728,GasA,1136,883,2019,1,8,2,532,509,2009,167500.00
160,2651,Somerst,7,5,2000,2000,32,673,GasA,673,709,1382,2,6,2,490,153,2006,165000.00
30,5900,BrkSide,4,7,1923,1958,440,440,GasA,869,0,869,1,4,0,0,0,2006,85500.00
120,4274,Somerst,7,5,2006,2007,135,1241,GasA,1241,0,1241,1,4,2,569,0,2007,199900.00
20,9450,Edwards,4,5,1954,1954,342,894,GasA,894,0,894,1,5,2,400,0,2007,110000.00
20,8816,Sawyer,5,6,1963,1963,470,1121,GasA,1121,0,1121,1,5,2,480,0,2009,139000.00
85,12122,NAmes,7,9,1961,2007,77,944,GasA,999,0,999,1,6,2,588,144,2008,178400.00
60,12203,NoRidge,8,5,1998,1999,371,1225,GasA,1276,1336,2612,2,8,3,676,250,2009,336000.00
20,3182,Blmngtn,7,5,2007,2007,1266,1266,GasA,1266,0,1266,2,6,2,388,100,2008,159895.00
60,11250,CollgCr,8,5,2002,2002,1128,1128,GasA,1149,1141,2290,2,9,2,779,0,2008,255900.00
90,10125,Mitchel,5,5,1977,1977,0,0,GasA,1302,432,1734,2,8,2,539,0,2009,126000.00
190,10880,Edwards,5,5,1950,1950,124,1164,GasW,1164,0,1164,1,5,1,240,0,2008,125000.00
50,5310,OldTown,6,8,1910,2003,485,485,GasA,1001,634,1635,1,5,1,255,394,2006,117000.00
20,10159,NridgHt,9,5,2009,2010,284,1930,GasA,1940,0,1940,2,8,3,606,168,2010,395192.00
60,12046,NWAmes,6,6,1976,1976,692,848,GasA,1118,912,2030,2,8,2,551,0,2007,195000.00
60,8125,Somerst,7,5,2006,2006,770,770,GasA,778,798,1576,2,6,2,614,0,2006,197000.00
60,9452,NoRidge,8,5,1997,1998,322,1396,GasA,1407,985,2392,2,7,3,870,0,2006,348000.00
70,17671,OldTown,8,9,1882,1986,700,916,GasA,916,826,1742,1,8,2,424,0,2009,168000.00
60,9760,NAmes,6,8,1964,1993,169,822,GasA,1020,831,1851,2,7,2,440,239,2007,187000.00
60,8846,CollgCr,6,5,2005,2006,750,750,GasA,750,750,1500,2,6,2,564,0,2006,173900.00
20,12456,NridgHt,10,5,2006,2007,528,1700,GasA,1718,0,1718,2,7,3,786,216,2009,337500.00
50,4712,BrkSide,4,7,1946,1950,363,747,GasA,774,456,1230,1,5,1,305,0,2006,121600.00
20,10659,NAmes,5,6,1961,1961,135,1050,GasA,1050,0,1050,1,6,1,368,0,2006,136500.00
20,11717,NWAmes,6,6,1970,1970,1442,1442,GasA,1442,0,1442,2,6,2,615,371,2009,185000.00
30,9786,IDOTRR,3,4,1922,1950,1007,1007,GasA,1077,0,1077,1,6,1,210,0,2006,91000.00
20,6762,CollgCr,7,5,2006,2006,501,1187,GasA,1208,0,1208,2,6,2,632,105,2010,206000.00
20,10206,Edwards,3,3,1952,1952,0,0,GasW,944,0,944,1,4,2,528,0,2009,82000.00
30,5400,OldTown,5,6,1920,1950,691,691,GasA,691,0,691,1,4,1,216,0,2007,86000.00
20,11957,Somerst,8,5,2006,2006,1550,1574,GasA,1574,0,1574,2,7,3,824,144,2008,232000.00
90,11500,NWAmes,5,6,1976,1976,1680,1680,GasA,1680,0,1680,2,8,2,528,0,2007,136905.00
120,3182,Blmngtn,7,5,2005,2006,1330,1346,GasA,1504,0,1504,2,7,2,457,156,2009,181000.00
80,8385,CollgCr,5,8,1977,1977,390,985,GasA,985,0,985,2,6,1,328,210,2008,149900.00
